78.8	91	59.8	95	0.1	35589.71295	0.88	18.8
78.3	95	59.4	95	0.1	3743.95693	0.878	18.6
78	99	59	95	0.1	2552.3328	0.875	18.8
78	1	58.5	95	0.1	23121.56635	0.873	18.2
77.6	11	58.1	95	0.1	2327.4591	0.869	18
68.7	197	43.2	97	0.8	3831.53819	0.691	12.5
68.4	21	42.6	96	1.5	3679.99523	0.684	12.2
68.5	199	42	89	0.1	3556.561825	0.678	11.9
68.2	21	41.4	96	0.4	3419.275719	0.677	11.8
68.3	196	4.8	91	0.3	3364.423711	0.668	11.7
56.1	285	2.1	72	2.1	583.493514	0.423	8.1
55.8	285	19.7	73	2.1	519.2922847	0.416	7.7
55.6	283	19.2	75	2.1	418.6985763	0.407	7.3
55.5	281	18.8	76	2.1	378.73654	0.395	6.6
55.4	279	18.4	78	2	374.1923942	0.389	6.4
64.2	263	16.1	89	0.3	197.45788	0	8.8
63.3	273	15.5	95	0.2	997.7417141	0	8.4
62.5	282	14.9	86	0.1	885.6382245	0	8
61.7	29	14.4	88	0.1	87.9387673	0	7.6
62	312	13.9	92	0.1	765.8632358	0	7.3
75.5	99	49.9	84	0.1	265.642661	0	12.3
75.2	12	49.4	87	0.1	2214.732246	0	12.1
75.4	11	48.8	8	0.1	1761.537647	0	11.9
74.9	113	48.2	91	0.1	1524.41222	0	11.6
74.6	116	47.6	85	0.1	1461.7552	0	0
48.1	652	32.2	96	28.4	4896.583835	0.58	11.8
46.4	693	31.6	96	31.9	4163.6596	0.567	11.8
46	699	31.1	97	34.6	355.618382	0.558	11.9
46.7	679	3.5	97	37.2	3128.97793	0.56	11.8
47.8	647	29.9	97	38.8	3349.68823	0.559	11.7
72	17	46.9	99	0.1	3623.47667	0.695	14
71.8	172	46.1	99	0.1	359.587582	0.699	14.8
71.4	176	45.3	99	0.1	2819.649531	0.692	14.6
71	179	44.5	98	0.1	3146.95177	0.685	14.3
75	183	43.7	98	0.1	3739.11936	0.677	14.1
76.4	89	3.1	92	0.1	21896.6527	0.828	13.7
76	89	29.1	92	0.1	18555.56649	0.823	13.4
74.8	95	28	94	0.1	16846.2198	0.82	13.3
74.7	19	27	97	0.1	16468.12886	0.819	13.4
74.4	16	26.1	99	0.1	188.44826	0.818	13.4
72.2	157	59.1	95	0.1	3381.57837	0.738	13.3
72	155	58.6	96	0.1	271.46824	0.729	12.9
71.8	157	58.1	93	0.1	287.534843	0.723	12.9
71.6	16	57.5	94	0.1	1764.97387	0.713	12.9
71.1	163	57	93	0.1	169.28586	0.709	12.9
52.4	323	13.7	79	2.5	371.323865	0	3.9
51.6	332	13.3	79	2.9	332.344351	0	3.8
51	338	12.9	69	3.2	26.7635413	0	3.6
56	344	12.5	62	3.6	235.4912324	0	3.5
51	348	12.2	45	4	226.4759814	0	3.4
52.6	378	13.8	83	4.8	127.4296648	0.279	5.2
51.9	387	13.5	82	5.1	112.849373	0.276	4.7
51.5	387	13.3	81	5.2	122.4335893	0.268	4.4
51.3	385	13	81	5.3	133.7427689	0.268	4.5
58	386	12.8	8	5.2	135.9984455	0.268	4.5
71.4	14	23.7	93	0.8	1976.45856	0.574	11.1
71.1	144	23.2	92	0.9	1768.92132	0.572	11.3
77	148	22.6	91	0.8	1373.515636	0.569	11.3
73	152	22.1	9	0.8	1268.884564	0.562	11
69.9	155	21.5	9	0.8	1239.377855	0	11.3
61.5	253	13.5	85	1.7	48.615184	0.458	9.7
63	268	13.1	69	1.9	362.4213785	0.445	9.3
59.3	273	12.8	54	2.1	339.676984	0.427	8.2
58.5	273	12.4	6	2.2	321.22634	0.412	7.6
57.7	274	12.1	59	2.1	3.685949	0.401	7.2
52.1	412	22.8	73	7.5	93.211716	0.455	8.2
51.8	412	22.3	73	7.7	824.8689393	0.452	8.1
51.6	47	21.8	66	7.8	676.397661	0.452	8.4
51.5	41	21.3	63	7.9	614.6729339	0.437	7.1
51.4	394	2.9	62	7.7	68.414399	0.433	6.9
80	77	6.6	91	0.1	31979.87195	0.881	15.8
79.7	78	6	91	0.1	28172.14883	0.877	15.8
79.5	79	59.3	88	0.1	24167.8431	0.872	15.8
79.4	8	58.5	89	0.1	23691.59472	0.867	15.8
79.1	82	57.8	89	0.1	24124.16917	0.864	15.9
45.7	512	17.9	51	12	313.21598	0.315	5.7
45.7	51	17.5	47	12.8	286.25819	0.316	5.6
45.6	58	17.2	44	13.4	253.768343	0.315	5.4
45.6	54	16.8	4	13.9	243.1586486	0.314	5.3
46	49	16.5	37	14.3	243.5429317	0.312	5.2
48.5	45	15.1	21	5.2	454.6765879	0.301	5.6
48.4	43	14.8	23	5.1	292.5914364	0.284	5.4
48.1	43	14.4	25	5	22.854821	0.303	5.1
48	4	14.1	26	4.8	197.3156442	0.3	4.9
47.6	44	13.9	36	4.6	166.231785	0	4.7
78	97	56.8	93	0.1	621.828325	0.781	14.3
77.9	1	56.1	96	0.1	4787.699532	0.775	14
77.8	11	55.4	97	0.1	4463.545867	0.768	13.9
77.3	16	54.7	97	0.1	4595.666327	0.761	13.7
77.3	13	54	91	0.1	511.368479	0.755	13.5
73.5	11	23.4	87	0.1	158.668462	0.622	10.2
73.1	13	22.6	86	0.1	1288.642924	0.61	9.9
72.7	16	21.9	86	0.1	1148.5857	0.6	9.7
72.2	11	21.2	86	0.1	153.1824	0.592	9.6
71.7	115	2.5	85	0.1	959.372181	0.583	9.5
72.8	148	49.8	89	0.1	274.249442	0.658	11.3
72.4	15	49	92	0.1	2246.257472	0.659	11.6
71.8	163	48.2	81	0.1	2355.725857	0.656	11.5
71.5	165	47.5	8	0.1	2395.856551	0.653	11.4
71.4	167	46.7	79	0.1	2472.197831	0.65	11.3
59.8	269	18.8	76	0.1	616.4197236	0	9.5
59.6	271	18.4	8	0.1	544.566526	0	9.2
59.5	271	18	89	0.1	433.2691451	0	8.8
59.5	272	17.6	7	0.1	395.9319363	0	8.5
59.5	272	17.3	7	0.1	375.8528566	0	8.2
77.7	12	49.3	9	0.1	4425.57467	0.719	12.2
78	1	48.3	88	0.1	4167.71417	0.715	12.1
78.3	99	47.3	94	0.1	462.14965	0.712	11.9
77.5	1	46.4	91	0.1	3981.52847	0.708	11.7
77.6	98	45.4	88	0.1	388.363689	0.702	11.6
75.4	114	56.9	96	0.1	9365.742468	0.771	13.3
74.7	122	56.3	94	0.1	785.881418	0.765	12.9
74.8	124	55.8	95	0.1	653.71637	0.759	12.6
74.9	126	55.2	94	0.1	5245.421419	0.749	12.3
74.7	127	54.7	93	0.1	4919.62869	0.739	12.2
77.3	17	53	88	0.1	339.716256	0.705	13.2
77.4	18	52.1	72	0.1	3192.669378	0.694	12.9
77.7	19	51.3	99	0.1	2994.339988	0.692	12.5
76.7	115	5.4	98	0.1	2832.188893	0.686	12.3
76.9	115	49.4	95	0.1	2741.11542	0.679	12.1
78.6	65	54.8	98	0.1	23932.49128	0.823	13.4
78.5	66	54.3	98	0.1	2293.4789	0.815	13
78.4	68	53.8	98	0.1	16372.29152	0.805	12.5
78.2	69	53.3	97	0.1	1562.92433	0.8	12.4
78.1	7	52.8	97	0.1	14672.8826	0.798	12.5
77.7	98	54.4	95	0.1	46511.6457	0.893	16.5
77.3	11	53.9	96	0.1	4458.7764	0.882	16.3
77	14	53.3	98	0.1	33228.69291	0.875	16.6
77	12	52.8	97	0.1	3751.64946	0.862	16.2
76.9	12	52.2	97	0.1	3743.55917	0.86	16.5
58.1	326	29.8	64	4	864.184726	0.388	3.7
58	325	29.4	68	4.2	819.974118	0.378	3.5
57.9	322	29	62	4.3	792.15412	0.372	3.3
57.7	323	28.6	53	4.3	781.2322196	0.363	2.9
57.4	325	28.2	46	4.1	768.176767	0.361	2.9
69.3	214	47.2	79	2.1	2421.9662	0.666	12.5
73	22	46.1	79	2.3	2372.628827	0.665	12.4
71.4	189	45.1	82	2.4	38.46578	0.66	12.3
71.2	188	44.1	72	2.5	2862.154836	0.656	12.3
72	176	43.1	78	2.5	282.4242	0.651	12.2
74.4	148	46.5	88	0.3	278.557892	0.682	12.7
74.4	151	45.8	87	0.3	244.46898	0.679	12.6
73.6	157	45.1	88	0.3	2183.966796	0.675	12.5
73.4	158	44.3	89	0.3	193.741571	0.67	12.4
72.8	163	43.6	87	0.3	1451.29776	0.668	12.4
70	215	48.6	9	0.3	2632.79942	0.636	12.4
69.9	29	47.8	94	0.3	2519.737387	0.628	12
73	24	47	81	0.4	248.4125	0.621	11.8
68.9	219	46.2	92	0.4	2338.772244	0.615	11.6
69	218	45.3	99	0.4	2238.4116	0.607	11.3
54.1	336	19.8	38	4.4	685.34897	0.553	8.5
53.8	334	19.5	37	3.6	3577.176197	0.554	8.4
53.5	334	19.1	36	2.9	2711.17114	0.542	8.2
53.1	334	18.7	35	2.3	2283.87939	0.527	8
52.7	336	18.3	34	1.9	172.68491	0	0
59.1	342	13.6	98	1.8	287.4222243	0	5
58.8	343	13.3	93	1.9	232.7945459	0	4.7
58.5	343	13.1	9	1.9	21.7687981	0	4.4
58.1	345	12.8	86	2	215.139213	0	4.3
45.3	593	12.6	81	1.9	28.1969487	0	3.9
72.3	195	55.2	94	0.1	885.465115	0.805	15.7
71.9	199	54.9	94	0.1	7174.237415	0.798	15.6
71.2	211	54.6	94	0.1	538.347781	0.791	15.4
78	225	54.3	94	0.1	4498.95727	0.781	15
78	218	54	93	0.1	47.32827	0.764	14.4
55	354	13.5	4	4.1	135.7623858	0.31	5.4
54	363	13.2	37	4.4	118.8734466	0.306	5.2
53.2	369	12.9	35	4.6	111.3634356	0.298	4.9
52.5	372	12.6	32	4.9	12.1789279	0.283	4.3
51.2	391	12.3	3	5	123.876257	0	3.9
68.1	218	54.2	95	0.1	3332.918533	0.691	13.4
68	22	53.2	94	0.1	2835.973972	0.689	13.3
67.9	22	52.2	93	0.1	2259.55796	0.687	13.3
67.8	221	51.2	91	0.1	238.891729	0.683	13.2
67.7	221	5.2	9	0.1	276.1338	0.681	13.1
78.7	12	57.6	98	0.1	37636.11173	0.869	18.3
78.4	98	57.1	98	0.1	32816.1688	0.866	18.1
78.1	98	56.6	98	0.1	26834.2625	0.863	18
78	1	56.1	98	0.1	24913.24452	0.856	17.7
77.5	15	55.5	99	0.1	24253.2542	0.847	17.3
82	94	57	98	0.1	33874.74255	0.857	15.5
79.3	99	56.4	97	0.1	29691.18158	0.852	15.4
79.2	11	55.8	97	0.1	24275.2426	0.851	15.5
79	13	55.2	97	0.1	22527.31775	0.849	15.6
78.8	13	54.6	97	0.1	22465.64184	0.844	15.7
59.7	322	3.3	45	11.1	5685.577736	0.64	12.3
59.7	32	29.8	45	11	4892.11618	0.638	12.3
59.7	315	29.2	45	10.7	412.55271	0.636	12.3
59.8	37	28.7	45	10.1	3976.14887	0.633	12.3
61	296	28.1	45	9.5	4116.46693	0.637	12.2
72.3	134	48.1	78	0.1	127.367228	0.694	12
72.7	132	47.5	75	0.1	928.18227	0.684	11.8
71.7	142	47	84	0.1	779.3845935	0.677	11.8
73	121	46.5	87	0.1	733.974142	0.673	11.7
71.8	129	46	8	0.1	691.997711	0	11.4
79.1	86	57.1	96	0.1	34165.9343	0.877	16.4
78.5	9	56.6	97	0.1	3359.95215	0.872	16.3
78.4	91	56.1	93	0.1	2525.16445	0.867	16.3
78.3	92	55.6	93	0.1	23687.31689	0.86	16.2
78	95	55.1	9	0.1	23718.7467	0.855	16.2
58.3	34	21.8	8	3.2	423.1936389	0.491	7.7
57.9	38	21.2	8	3.4	373.2815537	0.489	7.9
57.6	31	2.7	78	3.5	39.484473	0.484	7.6
57.4	39	2.1	79	3.5	273.6596668	0.485	8
57.2	38	19.5	88	3.6	263.1124679	0.48	7.7
79.2	81	59.9	95	0.1	21955.149	0.83	15.3
79.1	81	59.2	94	0.1	18477.57841	0.823	15.2
79	81	58.6	92	0.1	1411.31339	0.811	14.6
78.7	83	58	91	0.1	12538.17883	0.801	14.2
78.2	84	57.4	89	0.1	1242.95373	0.794	13.9
73	187	39.9	83	0.1	5836.17763	0	14.8
71.1	173	39.4	97	0.1	5773.73577	0	14.6
79	176	38.8	98	0.1	5292.232379	0	14.4
77	178	38.2	96	0.1	519.958715	0	14.3
74	182	37.7	97	0.1	5117.589923	0	14.1
69.6	21	43.1	87	0.4	1872.73783	0.564	9.3
69.4	24	42.4	84	0.4	1753.349471	0.56	9
69.3	21	41.7	82	0.3	171.771491	0.553	8.8
68.4	211	41.1	77	0.3	1568.376276	0.546	8.5
67.7	221	4.4	81	0.2	1655.596261	0.539	8.2
54	334	18.1	6	2.8	386.3288283	0.325	5.1
53.3	338	17.7	57	2.9	37.1931781	0.338	5.9
52.9	337	17.3	53	3	322.811171	0.329	5.5
52.5	336	16.9	5	3	315.83983	0.322	5.1
52.5	328	16.6	46	3	34.516918	0.316	4.8
53.5	38	19.6	64	5	393.3138244	0	7.7
53	38	19	6	4.6	36.5718585	0	7.4
52.8	35	18.5	57	4.1	321.481324	0	7.1
52.5	32	17.9	53	3.6	39.486749	0	6.7
52.1	3	17.4	49	3.1	297.7519443	0	6.4
65.1	237	38.4	91	1.9	145.58861	0.613	11.2
65.3	237	37.8	9	2.1	986.7958173	0.611	11.1
65.3	244	37.1	91	2.3	96.8674827	0.609	11
65.4	247	36.4	85	1.7	925.582546	0.606	10.9
65.4	246	35.7	88	1.1	946.599372	0.602	10.9
58.7	32	37.5	55	4.3	387.9429725	0.45	8.1
59.7	3	36.5	53	4.6	329.782946	0.447	8.1
59.3	33	35.6	48	4.8	393.16327	0.444	8
58.9	35	34.8	45	5	413.7383164	0.443	7.9
58.6	35	34	41	5.1	462.486524	0.439	7.8
72.2	165	42	94	1.2	1217.657961	0.571	10.4
71.9	166	41.2	92	1.4	1157.3427	0.566	10.3
71.6	169	4.4	95	1.5	1132.8721	0.561	10.1
71.3	171	39.6	96	1.6	113.4546	0.557	9.9
71	174	38.8	94	1.7	188.783165	0.551	9.8
72.9	18	58.2	99	0.1	1259.5266	0.793	15.3
72.5	184	57.6	99	0.1	8396.25323	0.784	14.9
72.5	184	57.1	99	0.1	665.6443	0.775	14.6
72.3	185	56.6	99	0.1	527.85364	0.769	14.2
71.7	193	56.1	99	0.1	4623.46712	0.761	13.9
88	65	56.5	99	0.1	46917.27216	0.873	18.3
87	65	55.9	97	0.1	3944.999	0.866	17.6
84	7	55.4	95	0.1	31996.2172	0.859	17.2
80	72	54.8	92	0.1	28585.9254	0.854	17.1
79.7	74	54.2	98	0.1	31813.37344	0.847	16.8
64	214	13	63	0.3	621.3183767	0.518	9.2
63.7	216	12.6	61	0.3	541.1352279	0.505	8.6
63.3	219	12.2	59	0.3	466.2842	0.499	8.4
62.9	222	11.8	59	0.3	447.138966	0.494	8.3
62.5	224	11.4	58	0.3	438.864634	0.489	8.3
65.3	213	18.2	71	0.1	1148.56996	0.624	11
66.9	189	17.5	71	0.1	164.59447	0.613	10.8
66.7	189	16.7	7	0.1	899.5556857	0.608	10.6
66.5	188	16	76	0.1	747.9817455	0.604	10.6
66.3	188	15.4	75	0.1	78.92744	0.597	10.7
67.2	21	51.9	74	0.1	1391.816923	0.603	9.8
78.3	82	54.4	89	0.1	47631.6377	0.88	17.1
78	82	53.6	86	0.1	4117.15532	0.87	16.8
77.4	88	52.9	83	0.1	32539.1937	0.862	16.5
77	89	52.2	84	0.1	28223.55528	0.857	16.4
76.4	94	51.5	86	0.1	26241.91883	0.848	16.2
81	69	6.1	95	0.1	19888.172	0.863	15.9
79.7	71	59.6	93	0.1	18946.99942	0.863	16
79.3	74	59.2	9	0.1	18431.15696	0.855	15.3
79.3	74	58.7	92	0.1	236.19646	0.85	15.1
78.9	76	58.3	93	0.1	2152.1432	0.845	15.2
89	66	57.6	94	0.1	31174.56118	0.846	15.6
79.9	72	57	96	0.1	27387.2258	0.841	15.4
80	72	56.4	93	0.1	22196.5736	0.836	15.2
79.8	75	55.7	93	0.1	24.819	0.828	14.9
79.4	77	55	87	0.1	251.2426	0.823	14.8
73.3	165	45.4	98	2.3	3719.97351	0.689	11.1
73.1	166	44.5	96	2.3	3465.221998	0.694	11.9
73	167	43.5	99	2.3	3596.496282	0.69	11.7
72.7	171	42.5	99	2.2	3394.878	0.68	10.9
72.6	171	41.6	93	2.2	336.8742	0.682	11.4
82.1	68	23.8	99	0.1	37688.72234	0.866	14.8
81.9	7	23.4	97	0.1	3488.3992	0.863	14.8
81.8	7	22.9	96	0.1	32289.3554	0.86	14.7
81.5	72	22.5	95	0.1	33846.46564	0.856	14.6
81.1	74	22.2	85	0.1	38532.488	0.852	14.5
72.5	125	57	95	0.1	261.456882	0.723	13.5
72.3	127	56.3	97	0.1	1889.213962	0.717	13.2
72.1	129	55.5	95	0.1	1812.288374	0.712	13
71.9	131	54.8	99	0.1	1728.2659	0.706	12.7
71.7	133	54	91	0.1	1657.889256	0.7	12.6
64.7	287	45.8	82	0.1	2874.288291	0.725	13.5
64.4	282	45.3	99	0.1	268.123657	0.714	13.1
64.7	276	44.8	95	0.1	1658.31146	0.7	12.7
64.4	284	44.4	95	0.1	149.926751	0.685	12.3
63.9	292	43.9	97	0.1	1229.958	0.676	12.1
53	432	15.9	73	13.2	458.8843551	0.461	8.9
52.4	437	15.5	73	14.5	436.6875357	0.45	8.2
52.1	437	15.1	84	15.7	395.8493511	0.451	8.5
51.9	434	14.7	8	16.9	41.7763612	0.447	8.4
51.9	428	14.4	82	18.1	43.9797132	0.448	8.4
64.8	214	71.4	62	0.1	113.6286	0	12.4
64.7	215	7.6	7	0.1	115.3865	0	11.6
64.6	217	69.7	77	0.1	826.58554	0	11.7
64.3	219	68.8	85	0.1	734.9492461	0	10.4
64.1	222	67.9	9	0.1	796.7937634	0	10
73.5	91	65.9	98	0.1	26921.8278	0.791	14.4
73.4	93	65.5	99	0.1	2271.56961	0.788	14.1
73.3	94	65	99	0.1	17789.41981	0.785	13.9
73.2	95	64.5	99	0.1	1654.96761	0.786	14
73.2	96	64	98	0.1	18389.38433	0.786	14.1
71	26	56.6	99	0.1	6351.8125	0.776	15.5
78	29	56.3	98	0.1	5134.95694	0.761	15.2
73	219	56	97	0.1	4132.34927	0.746	14.8
69.9	228	55.7	97	0.1	3572.8513	0.728	14.2
71	218	55.4	96	0.1	3352.731296	0.716	13.7
73.7	13	6.2	75	0.1	5424.22356	0	14.2
73.5	15	59.7	74	0.1	5425.6697	0	14.8
73.2	17	59.1	77	0.1	5436.595223	0	15.2
73	11	58.6	8	0.1	5253.122599	0	15
72.7	112	57.9	83	0.1	5334.93329	0	14.9
44.8	666	26.9	9	34.6	781.5145936	0.439	10.7
45.5	648	26.4	9	33.8	63.636279	0.44	10.5
46.4	622	25.9	84	32.5	47.89395	0.446	10.4
47.8	586	25.4	78	31.2	437.819184	0.443	10.3
49.3	543	24.9	83	29.8	474.8197876	0.445	9.6
54	329	21.5	31	3.2	149.4452549	0.335	10.2
50	42	21.1	35	3.2	133.494518	0.373	10.3
56	371	2.7	39	3.1	177.285187	0.376	10.4
51.5	333	2.4	42	3.1	174.1815473	0.386	10.5
51.9	39	2.2	46	3.1	183.4149991	0.338	8.7
71.5	141	55.3	97	0.1	586.8364	0.747	15.9
71.3	144	54.6	95	0.1	4676.96753	0.74	16
71.1	146	54	93	0.1	375.442638	0.736	15.8
71	147	53.4	94	0.1	6269.58123	0.732	15.7
78	148	52.8	94	0.1	7145.628494	0.727	15.5
71.6	24	58.1	94	0.1	676.966998	0.792	16.3
71.6	22	57.8	94	0.1	555.535669	0.78	15.8
71.4	22	57.5	95	0.1	4146.987928	0.77	15.3
71.2	21	57.2	95	0.1	353.147337	0.757	14.7
71.6	2	56.9	94	0.1	3297.35471	0.745	14
78.7	92	56.4	99	0.1	75716.3518	0.867	13.5
78.6	92	55.8	98	0.1	65445.8853	0.865	13.6
78.3	95	55.2	99	0.1	5293.64115	0.86	13.5
78	96	54.6	99	0.1	48179.4285	0.854	13.4
77.8	98	54	99	0.1	48735.99549	0.848	13.5
64	267	15.4	78	0.6	245.1235876	0.466	8.7
59.9	268	15	66	0.7	316.7998965	0.457	8.5
59.3	271	14.7	62	0.7	262.2859481	0.462	8.3
58.7	276	14.3	6	0.7	278.555732	0.456	8.2
57.9	283	13.9	57	0.6	245.939659	0	8
45.1	615	15.5	89	23.4	274.2256294	0.366	10
44.6	613	15.2	84	24.2	26.152517	0.362	10.3
44	67	14.8	64	24.7	29.9798977	0.388	10.4
43.5	599	14.4	9	25.1	146.7615397	0.387	10.1
43.1	588	14.1	75	25.5	153.2594872	0.391	10.7
73.2	137	29.8	95	0.1	4955.477743	0.731	12.7
73.1	138	28.8	96	0.1	4463.675893	0.724	12.1
72.9	14	27.9	94	0.1	4167.364387	0.723	12
72.7	144	27	96	0.1	3915.11546	0.725	11.9
72.4	149	26	98	0.1	445.17471	0.715	11.6
73.4	16	17.3	96	0.1	3853.33348	0.617	12.2
72.7	112	16.7	98	0.1	3432.247841	0.601	11.8
71.8	124	16.2	98	0.1	32.37239	0.597	12
78	129	15.6	98	0.1	298.67598	0.587	11.8
69.6	139	15.2	98	0.1	2182.99711	0.577	11.3
52.8	296	17.5	69	2	439.3572924	0.333	5.5
52	299	17	63	2.2	391.791281	0.318	5.2
51.2	31	16.5	61	2.3	334.22416	0.308	4.9
55	34	16.1	49	2.4	36.8473237	0.297	4.6
49.8	37	15.6	43	2.5	269.3483829	0.291	4.4
78.7	69	64.5	89	0.1	1519.5497	0.797	14.2
78.5	71	63.9	94	0.1	13689.98999	0.79	13.8
78.2	75	63.4	95	0.1	11843.9392	0.786	13.8
77.8	79	62.8	95	0.1	1121.78636	0.783	13.7
77.5	8	62.3	94	0.1	1139.5651	0.779	13.8
64	224	23.6	7	1.3	62.547286	0.451	6.7
63	226	22.9	76	1.3	528.586613	0.447	6.6
62	228	22.3	89	1.2	46.9542322	0.446	6.5
61	229	21.7	75	1.2	464.229758	0.444	6.5
60	23	21.1	51	1.1	477.476124	0.443	6.4
71.9	168	27.5	98	0.1	5229.876738	0.696	12.8
71.5	174	26.9	99	0.1	4623.347642	0.687	12.6
71.5	179	26.4	88	0.1	3957.51296	0.683	12.5
71.5	177	25.8	92	0.1	3792.182152	0.673	12.2
71	177	25.3	88	0.1	3861.32414	0.667	12.1
75.4	124	55.7	98	0.1	7199.59665	0.714	12.1
75	127	54.9	98	0.1	6751.998987	0.708	11.9
75	127	54.1	97	0.1	716.8219	0.703	11.6
75	126	53.2	97	0.1	731.378864	0.7	11.6
74.8	129	52.4	97	0.1	672.92113	0.694	11.4
64	284	41.3	99	0.1	797.8377432	0.621	11.2
64	271	4.5	98	0.1	646.561295	0.609	10.5
63.8	263	39.8	98	0.1	571.51883	0.599	10.1
63.2	266	39.1	95	0.1	524.145924	0.588	9.4
62.8	274	38.5	94	0.1	474.2133361	0.582	8.9
72	142	48.2	97	0.1	1948.812275	0.561	9.6
69.9	146	47.3	91	0.1	1721.973863	0.551	9.3
69.5	15	46.5	94	0.1	1413.757176	0.54	8.8
69	155	45.7	96	0.1	1336.775376	0.53	8.5
68.6	16	44.8	95	0.1	1332.382358	0.519	8
54	429	18.1	83	15.9	336.3318145	0.332	7
51	424	17.7	85	15.3	283.8911588	0.318	6.7
49.8	416	17.3	76	14.5	262.884551	0.311	6.2
49.5	48	16.9	73	13.4	256.4414872	0.298	5.8
49	43	16.5	7	12.2	277.6486591	0.291	5.4
63.5	228	15.7	82	0.5	219.8156688	0.455	7.8
63.2	231	15.2	78	0.5	219.782326	0.445	7.7
62.8	235	14.6	79	0.4	143.77651	0.435	7.6
62.5	239	14.1	73	0.4	138.9249275	0.427	7.6
62.1	243	13.6	82	0.4	193.187484	0.417	7.5
54.7	483	27.2	81	24	3288.257373	0.559	11.7
55	471	26.5	79	24.7	2482.36862	0.554	11.7
55.7	452	25.8	77	24.6	1713.47594	0.556	11.8
